date, value
2015-03-20,18127.6500
2015-03-23,18116.0400
2015-03-24,18011.1400
2015-03-25,17718.5400
2015-03-26,17678.2300
2015-03-27,17712.6600
2015-03-30,17976.3100
2015-03-31,17776.1200
2015-04-01,17698.1800
2015-04-02,17763.2400
2015-04-06,17880.8500
2015-04-07,17875.4200
2015-04-08,17902.5100
2015-04-09,17958.7300
2015-04-10,18057.6500
2015-04-13,17977.0400
2015-04-14,18036.7000
2015-04-15,18112.6100
2015-04-16,18105.7700
2015-04-17,17826.3000
2015-04-20,18034.9300
2015-04-21,17949.5900
2015-04-22,18038.2700
2015-04-23,18058.6900
2015-04-24,18080.1400
2015-04-27,18037.9700
2015-04-28,18110.1400
2015-04-29,18035.5300
2015-04-30,17840.5200
2015-05-01,18024.0600
2015-05-04,18070.4000
2015-05-05,17928.2000
2015-05-06,17841.9800
2015-05-07,17924.0600
2015-05-08,18191.1100
2015-05-11,18105.1700
2015-05-12,18068.2300
2015-05-13,18060.4900
2015-05-14,18252.2400
2015-05-15,18272.5600
2015-05-18,18298.8800
2015-05-19,18312.3900
2015-05-20,18285.4000
2015-05-21,18285.7400
2015-05-22,18232.0200
2015-05-26,18041.5400
2015-05-27,18162.9900
2015-05-28,18126.1200
2015-05-29,18010.6800
2015-06-01,18040.3700
2015-06-02,18011.9400
2015-06-03,18076.2700
2015-06-04,17905.5800
2015-06-05,17849.4600
2015-06-08,17766.5500
2015-06-09,17764.0400
2015-06-10,18000.4000
2015-06-11,18039.3700
2015-06-12,17898.8400
2015-06-15,17791.1700
2015-06-16,17904.4800
2015-06-17,17935.7400
2015-06-18,18115.8400
2015-06-19,18015.9500
2015-06-22,18119.7800
2015-06-23,18144.0700
2015-06-24,17966.0700
2015-06-25,17890.3600
2015-06-26,17946.6800
2015-06-29,17596.3500
2015-06-30,17619.5100
2015-07-01,17757.9100
2015-07-02,17730.1100
2015-07-06,17683.5800
2015-07-07,17776.9100
2015-07-08,17515.4200
2015-07-09,17548.6200
2015-07-10,17760.4100
2015-07-13,17977.6800
2015-07-14,18053.5800
2015-07-15,18050.1700
2015-07-16,18120.2500
2015-07-17,18086.4500
2015-07-20,18100.4100
2015-07-21,17919.2900
2015-07-22,17851.0400
2015-07-23,17731.9200
2015-07-24,17568.5300
2015-07-27,17440.5900
2015-07-28,17630.2700
2015-07-29,17751.3900
2015-07-30,17745.9800
2015-07-31,17689.8600
2015-08-03,17598.2000
2015-08-04,17550.6900
2015-08-05,17540.4700
2015-08-06,17419.7500
2015-08-07,17373.3800
2015-08-10,17615.1700
2015-08-11,17402.8400
2015-08-12,17402.5100
2015-08-13,17408.2500
2015-08-14,17477.4000
2015-08-17,17545.1800
2015-08-18,17511.3400
2015-08-19,17348.7300
2015-08-20,16990.6900
2015-08-21,16459.7500
2015-08-24,15871.3500
2015-08-25,15666.4400
2015-08-26,16285.5100
2015-08-27,16654.7700
2015-08-28,16643.0100
2015-08-31,16528.0300
2015-09-01,16058.3500
2015-09-02,16351.3800
2015-09-03,16374.7600
2015-09-04,16102.3800
2015-09-08,16492.6800
2015-09-09,16253.5700
2015-09-10,16330.4000
2015-09-11,16433.0900
2015-09-14,16370.9600
2015-09-15,16599.8500
2015-09-16,16739.9500
2015-09-17,16674.7400
2015-09-18,16384.5800
2015-09-21,16510.1900
2015-09-22,16330.4700
2015-09-23,16279.8900
2015-09-24,16201.3200
2015-09-25,16314.6700
2015-09-28,16001.8900
2015-09-29,16049.1300
2015-09-30,16284.7000
2015-10-01,16272.0100
2015-10-02,16472.3700
2015-10-05,16776.4300
2015-10-06,16790.1900
2015-10-07,16912.2900
2015-10-08,17050.7500
2015-10-09,17084.4900
2015-10-12,17131.8600
2015-10-13,17081.8900
2015-10-14,16924.7500
2015-10-15,17141.7500
2015-10-16,17215.9700
2015-10-19,17230.5400
2015-10-20,17217.1100
2015-10-21,17168.6100
2015-10-22,17489.1600
2015-10-23,17646.7000
2015-10-26,17623.0500
2015-10-27,17581.4300
2015-10-28,17779.5200
2015-10-29,17755.8000
2015-10-30,17663.5400
2015-11-02,17828.7600
2015-11-03,17918.1500
2015-11-04,17867.5800
2015-11-05,17863.4300
2015-11-06,17910.3300
2015-11-09,17730.4800
2015-11-10,17758.2100
2015-11-11,17702.2200
2015-11-12,17448.0700
2015-11-13,17245.2400
2015-11-16,17483.0100
2015-11-17,17489.5000
2015-11-18,17737.1600
2015-11-19,17732.7500
2015-11-20,17823.8100
2015-11-23,17792.6800
2015-11-24,17812.1900
2015-11-25,17813.3900
2015-11-27,17798.4900
2015-11-30,17719.9200
2015-12-01,17888.3500
2015-12-02,17729.6800
2015-12-03,17477.6700
2015-12-04,17847.6300
2015-12-07,17730.5100
2015-12-08,17568.0000
2015-12-09,17492.3000
2015-12-10,17574.7500
2015-12-11,17265.2100
2015-12-14,17368.5000
2015-12-15,17524.9100
2015-12-16,17749.0900
2015-12-17,17495.8400
2015-12-18,17128.5500
2015-12-21,17251.6200
2015-12-22,17417.2700
2015-12-23,17602.6100
2015-12-24,17552.1700
2015-12-28,17528.2700
2015-12-29,17720.9800
2015-12-30,17603.8700
2015-12-31,17425.0300
2016-01-04,17148.9400
2016-01-05,17158.6600
2016-01-06,16906.5100
2016-01-07,16514.1000
2016-01-08,16346.4500
2016-01-11,16398.5700
2016-01-12,16516.2200
2016-01-13,16151.4100
2016-01-14,16379.0500
2016-01-15,15988.0800
2016-01-19,16016.0200
2016-01-20,15766.7400
2016-01-21,15882.6800
2016-01-22,16093.5100
2016-01-25,15885.2200
2016-01-26,16167.2300
2016-01-27,15944.4600
2016-01-28,16069.6400
2016-01-29,16466.3000
2016-02-01,16449.1800
2016-02-02,16153.5400
2016-02-03,16336.6600
2016-02-04,16416.5800
2016-02-05,16204.9700
2016-02-08,16027.0500
2016-02-09,16014.3800
2016-02-10,15914.7400
2016-02-11,15660.1800
2016-02-12,15973.8400
2016-02-16,16196.4100
2016-02-17,16453.8300
2016-02-18,16413.4300
2016-02-19,16391.9900
2016-02-22,16620.6600
2016-02-23,16431.7800
2016-02-24,16484.9900
2016-02-25,16697.2900
2016-02-26,16639.9700
2016-02-29,16516.5000
2016-03-01,16865.0800
2016-03-02,16899.3200
2016-03-03,16943.9000
2016-03-04,17006.7700
2016-03-07,17073.9500
2016-03-08,16964.1000
2016-03-09,17000.3600
2016-03-10,16995.1300
2016-03-11,17213.3100
2016-03-14,17229.1300
2016-03-15,17251.5300
2016-03-16,17325.7600
2016-03-17,17481.4900
2016-03-18,17602.3000
2016-03-21,17623.8700
2016-03-22,17582.5700
2016-03-23,17502.5900
2016-03-24,17515.7300
2016-03-28,17535.3900
2016-03-29,17633.1100
2016-03-30,17716.6600
2016-03-31,17685.0900
2016-04-01,17792.7500
2016-04-04,17737.0000
2016-04-05,17603.3200
2016-04-06,17716.0500
2016-04-07,17541.9600
2016-04-08,17576.9600
2016-04-11,17556.4100
2016-04-12,17721.2500
2016-04-13,17908.2800
2016-04-14,17926.4300
2016-04-15,17897.4600
2016-04-18,18004.1600
2016-04-19,18053.6000
2016-04-20,18096.2700
2016-04-21,17982.5200
2016-04-22,18003.7500
2016-04-25,17977.2400
2016-04-26,17990.3200
2016-04-27,18041.5500
2016-04-28,17830.7600
2016-04-29,17773.6400
2016-05-02,17891.1600
2016-05-03,17750.9100
2016-05-04,17651.2600
2016-05-05,17660.7100
2016-05-06,17740.6300
2016-05-09,17705.9100
2016-05-10,17928.3500
2016-05-11,17711.1200
2016-05-12,17720.5000
2016-05-13,17535.3200
2016-05-16,17710.7100
2016-05-17,17529.9800
2016-05-18,17526.6200
2016-05-19,17435.4000
2016-05-20,17500.9400
2016-05-23,17492.9300
2016-05-24,17706.0500
2016-05-25,17851.5100
2016-05-26,17828.2900
2016-05-27,17873.2200
2016-05-31,17787.2000
2016-06-01,17789.6700
2016-06-02,17838.5600
2016-06-03,17807.0600
2016-06-06,17920.3300
2016-06-07,17938.2800
2016-06-08,18005.0500
2016-06-09,17985.1900
2016-06-10,17865.3400
2016-06-13,17732.4800
2016-06-14,17674.8200
2016-06-15,17640.1700
2016-06-16,17733.1000
2016-06-17,17675.1600
2016-06-20,17804.8700
2016-06-21,17829.7300
2016-06-22,17780.8300
2016-06-23,18011.0700
2016-06-24,17400.7500
2016-06-27,17140.2400
2016-06-28,17409.7200
2016-06-29,17694.6800
2016-06-30,17929.9900
2016-07-01,17949.3700
2016-07-05,17840.6200
2016-07-06,17918.6200
2016-07-07,17895.8800
2016-07-08,18146.7400
2016-07-11,18226.9300
2016-07-12,18347.6700
2016-07-13,18372.1200
2016-07-14,18506.4100
2016-07-15,18516.5500
2016-07-18,18533.0500
2016-07-19,18559.0100
2016-07-20,18595.0300
2016-07-21,18517.2300
2016-07-22,18570.8500
2016-07-25,18493.0600
2016-07-26,18473.7500
2016-07-27,18472.1700
2016-07-28,18456.3500
2016-07-29,18432.2400
2016-08-01,18404.5100
2016-08-02,18313.7700
2016-08-03,18355.0000
2016-08-04,18352.0500
2016-08-05,18543.5300
2016-08-08,18529.2900
2016-08-09,18533.0500
2016-08-10,18495.6600
2016-08-11,18613.5200
2016-08-12,18576.4700
2016-08-15,18636.0500
2016-08-16,18552.0200
2016-08-17,18573.9400
2016-08-18,18597.7000
2016-08-19,18552.5700
2016-08-22,18529.4200
2016-08-23,18547.3000
2016-08-24,18481.4800
2016-08-25,18448.4100
2016-08-26,18395.4000
2016-08-29,18502.9900
2016-08-30,18454.3000
2016-08-31,18400.8800
2016-09-01,18419.3000
2016-09-02,18491.9600
2016-09-06,18538.1200
2016-09-07,18526.1400
2016-09-08,18479.9100
2016-09-09,18085.4500
2016-09-12,18325.0700
2016-09-13,18066.7500
2016-09-14,18034.7700
2016-09-15,18212.4800
2016-09-16,18123.8000
2016-09-19,18120.1700
2016-09-20,18129.9600
2016-09-21,18293.7000
2016-09-22,18392.4600
2016-09-23,18261.4500
2016-09-26,18094.8300
2016-09-27,18228.3000
2016-09-28,18339.2400
2016-09-29,18143.4500
2016-09-30,18308.1500
2016-10-03,18253.8500
2016-10-04,18168.4500
2016-10-05,18281.0300
2016-10-06,18268.5000
2016-10-07,18240.4900
2016-10-10,18329.0400
2016-10-11,18128.6600
2016-10-12,18144.2000
2016-10-13,18098.9400
2016-10-14,18138.3800
2016-10-17,18086.4000
2016-10-18,18161.9400
2016-10-19,18202.6200
2016-10-20,18162.3500
2016-10-21,18145.7100
2016-10-24,18223.0300
2016-10-25,18169.2700
2016-10-26,18199.3300
2016-10-27,18169.6800
2016-10-28,18161.1900
2016-10-31,18142.4200
2016-11-01,18037.1000
2016-11-02,17959.6400
2016-11-03,17930.6700
2016-11-04,17888.2800
2016-11-07,18259.6000
2016-11-08,18332.7400
2016-11-09,18589.6900
2016-11-10,18807.8800
2016-11-11,18847.6600
2016-11-14,18868.6900
2016-11-15,18923.0600
2016-11-16,18868.1400
2016-11-17,18903.8200
2016-11-18,18867.9300
2016-11-21,18956.6900
2016-11-22,19023.8700
2016-11-23,19083.1800
2016-11-25,19152.1400
2016-11-28,19097.9000
2016-11-29,19121.6000
2016-11-30,19123.5800
2016-12-01,19191.9300
2016-12-02,19170.4200
2016-12-05,19216.2400
2016-12-06,19251.7800
2016-12-07,19549.6200
2016-12-08,19614.8100
2016-12-09,19756.8500
2016-12-12,19796.4300
2016-12-13,19911.2100
2016-12-14,19792.5300
2016-12-15,19852.2400
2016-12-16,19843.4100
2016-12-19,19883.0600
2016-12-20,19974.6200
2016-12-21,19941.9600
2016-12-22,19918.8800
2016-12-23,19933.8100
2016-12-27,19945.0400
2016-12-28,19833.6800
2016-12-29,19819.7800
2016-12-30,19762.6000
2017-01-03,19881.7600
2017-01-04,19942.1600
2017-01-05,19899.2900
2017-01-06,19963.8000
2017-01-09,19887.3800
2017-01-10,19855.5300
2017-01-11,19954.2800
2017-01-12,19891.0000
2017-01-13,19885.7300
2017-01-17,19826.7700
2017-01-18,19804.7200
2017-01-19,19732.4000
2017-01-20,19827.2500
2017-01-23,19799.8500
2017-01-24,19912.7100
2017-01-25,20068.5100
2017-01-26,20100.9100
2017-01-27,20093.7800
2017-01-30,19971.1300
2017-01-31,19864.0900
2017-02-01,19890.9400
2017-02-02,19884.9100
2017-02-03,20071.4600
2017-02-06,20052.4200
2017-02-07,20090.2900
2017-02-08,20054.3400
2017-02-09,20172.4000
2017-02-10,20269.3700
2017-02-13,20412.1600
2017-02-14,20504.4100
2017-02-15,20611.8600
2017-02-16,20619.7700
2017-02-17,20624.0500
2017-02-21,20743.0000
2017-02-22,20775.6000
2017-02-23,20810.3200
2017-02-24,20821.7600
2017-02-27,20837.4400
2017-02-28,20812.2400
2017-03-01,21115.5500
2017-03-02,21002.9700
2017-03-03,21005.7100
2017-03-06,20954.3400
2017-03-07,20924.7600
2017-03-08,20855.7300
2017-03-09,20858.1900
2017-03-10,20902.9800
2017-03-13,20881.4800
2017-03-14,20837.3700
2017-03-15,20950.1000
2017-03-16,20934.5500
2017-03-17,20914.6200
2017-03-20,20905.8600
2017-03-21,20668.0100
2017-03-22,20661.3000
2017-03-23,20656.5800
2017-03-24,20596.7200
2017-03-27,20550.9800
2017-03-28,20701.5000
2017-03-29,20659.3200
2017-03-30,20728.4900
2017-03-31,20663.2200
2017-04-03,20650.2100
2017-04-04,20689.2400
2017-04-05,20648.1500
2017-04-06,20662.9500
2017-04-07,20656.1000
2017-04-10,20658.0200
2017-04-11,20651.3000
2017-04-12,20591.8600
2017-04-13,20453.2500
2017-04-17,20636.9200
2017-04-18,20523.2800
2017-04-19,20404.4900
2017-04-20,20578.7100
2017-04-21,20547.7600
2017-04-24,20763.8900
2017-04-25,20996.1200
2017-04-26,20975.0900
2017-04-27,20981.3300
2017-04-28,20940.5100
2017-05-01,20913.4600
2017-05-02,20949.8900
2017-05-03,20957.9000
2017-05-04,20951.4700
2017-05-05,21006.9400
2017-05-08,21012.2800
2017-05-09,20975.7800
2017-05-10,20943.1100
2017-05-11,20919.4200
2017-05-12,20896.6100
2017-05-15,20981.9400
2017-05-16,20979.7500
2017-05-17,20606.9300
2017-05-18,20663.0200
2017-05-19,20804.8400
2017-05-22,20894.8300
2017-05-23,20937.9100
2017-05-24,21012.4200
2017-05-25,21082.9500
2017-05-26,21080.2800
2017-05-30,21029.4700
2017-05-31,21008.6500
2017-06-01,21144.1800
2017-06-02,21206.2900
2017-06-05,21184.0400
2017-06-06,21136.2300
2017-06-07,21173.6900
2017-06-08,21182.5300
2017-06-09,21271.9700
2017-06-12,21235.6700
2017-06-13,21328.4700
2017-06-14,21374.5600
2017-06-15,21359.9000
2017-06-16,21384.2800
2017-06-19,21528.9900
2017-06-20,21467.1400
2017-06-21,21410.0300
2017-06-22,21397.2900
2017-06-23,21394.7600
2017-06-26,21409.5500
2017-06-27,21310.6600
2017-06-28,21454.6100
2017-06-29,21287.0300
2017-06-30,21349.6300
2017-07-03,21479.2700
2017-07-05,21478.1700
2017-07-06,21320.0400
2017-07-07,21414.3400
2017-07-10,21408.5200
2017-07-11,21409.0700
2017-07-12,21532.1400
2017-07-13,21553.0900
2017-07-14,21637.7400
2017-07-17,21629.7200
2017-07-18,21574.7300
2017-07-19,21640.7500
2017-07-20,21611.7800
2017-07-21,21580.0700
2017-07-24,21513.1700
2017-07-25,21613.4300
2017-07-26,21711.0100
2017-07-27,21796.5500
2017-07-28,21830.3100
2017-07-31,21891.1200
2017-08-01,21963.9200
2017-08-02,22016.2400
2017-08-03,22026.1000
2017-08-04,22092.8100
2017-08-07,22118.4200
2017-08-08,22085.3400
2017-08-09,22048.7000
2017-08-10,21844.0100
2017-08-11,21858.3200
2017-08-14,21993.7100
2017-08-15,21998.9900
2017-08-16,22024.8700
2017-08-17,21750.7300
2017-08-18,21674.5100
2017-08-21,21703.7500
2017-08-22,21899.8900
2017-08-23,21812.0900
2017-08-24,21783.4000
2017-08-25,21813.6700
2017-08-28,21808.4000
2017-08-29,21865.3700
2017-08-30,21892.4300
2017-08-31,21948.1000
2017-09-01,21987.5600
2017-09-05,21753.3100
2017-09-06,21807.6400
2017-09-07,21784.7800
2017-09-08,21797.7900
2017-09-11,22057.3700
2017-09-12,22118.8600
2017-09-13,22158.1800
2017-09-14,22203.4800
2017-09-15,22268.3400
2017-09-18,22331.3500
2017-09-19,22370.8000
2017-09-20,22412.5900
2017-09-21,22359.2300
2017-09-22,22349.5900
2017-09-25,22296.0900
2017-09-26,22284.3200
2017-09-27,22340.7100
2017-09-28,22381.2000
2017-09-29,22405.0900
2017-10-02,22557.6000
2017-10-03,22641.6700
2017-10-04,22661.6400
2017-10-05,22775.3900
2017-10-06,22773.6700
2017-10-09,22761.0700
2017-10-10,22830.6800
2017-10-11,22872.8900
2017-10-12,22841.0100
2017-10-13,22871.7200
2017-10-16,22956.9600
2017-10-17,22997.4400
2017-10-18,23157.6000
2017-10-19,23163.0400
2017-10-20,23328.6300
2017-10-23,23273.9600
2017-10-24,23441.7600
2017-10-25,23329.4600
2017-10-26,23400.8600
2017-10-27,23434.1900
2017-10-30,23348.7400
2017-10-31,23377.2400
2017-11-01,23435.0100
2017-11-02,23516.2600
2017-11-03,23539.1900
2017-11-06,23548.4200
2017-11-07,23557.2300
2017-11-08,23563.3600
2017-11-09,23461.9400
2017-11-10,23422.2100
2017-11-13,23439.7000
2017-11-14,23409.4700
2017-11-15,23271.2800
2017-11-16,23458.3600
2017-11-17,23358.2400
2017-11-20,23430.3300
2017-11-21,23590.8300
2017-11-22,23526.1800
2017-11-24,23557.9900
2017-11-27,23580.7800
2017-11-28,23836.7100
2017-11-29,23940.6800
2017-11-30,24272.3500
2017-12-01,24231.5900
2017-12-04,24290.0500
2017-12-05,24180.6400
2017-12-06,24140.9100
2017-12-07,24211.4800
2017-12-08,24329.1600
2017-12-11,24386.0300
2017-12-12,24504.8000
2017-12-13,24585.4300
2017-12-14,24508.6600
2017-12-15,24651.7400
2017-12-18,24792.2000
2017-12-19,24754.7500
2017-12-20,24726.6500
2017-12-21,24782.2900
2017-12-22,24754.0600
2017-12-26,24746.2100
2017-12-27,24774.3000
2017-12-28,24837.5100
2017-12-29,24719.2200
2018-01-02,24824.0100
2018-01-03,24922.6800
2018-01-04,25075.1300
2018-01-05,25295.8700
2018-01-08,25283.0000
2018-01-09,25385.8000
2018-01-10,25369.1300
2018-01-11,25574.7300
2018-01-12,25803.1900
2018-01-16,25792.8600
2018-01-17,26115.6500
2018-01-18,26017.8100
2018-01-19,26071.7200
2018-01-22,26214.6000
2018-01-23,26210.8100
2018-01-24,26252.1200
2018-01-25,26392.7900
2018-01-26,26616.7100
2018-01-29,26439.4800
2018-01-30,26076.8900
2018-01-31,26149.3900
2018-02-01,26186.7100
2018-02-02,25520.9600
2018-02-05,24345.7500
2018-02-06,24912.7700
2018-02-07,24893.3500
2018-02-08,23860.4600
2018-02-09,24190.9000
2018-02-12,24601.2700
2018-02-13,24640.4500
2018-02-14,24893.4900
2018-02-15,25200.3700
2018-02-16,25219.3800
2018-02-20,24964.7500
2018-02-21,24797.7800
2018-02-22,24962.4800
2018-02-23,25309.9900
2018-02-26,25709.2700
2018-02-27,25410.0300
2018-02-28,25029.2000
2018-03-01,24608.9800
2018-03-02,24538.0600
2018-03-05,24874.7600
2018-03-06,24884.1200
2018-03-07,24801.3600
2018-03-08,24895.2100
2018-03-09,25335.7400
2018-03-12,25178.6100
2018-03-13,25007.0300
2018-03-14,24758.1200
2018-03-15,24873.6600
2018-03-16,24946.5100
2018-03-19,24610.9100
2018-03-20,24727.2700
2018-03-21,24682.3100
2018-03-22,23957.8900
2018-03-23,23533.2000
2018-03-26,24202.6000
2018-03-27,23857.7100
2018-03-28,23848.4200
2018-03-29,24103.1100
2018-04-02,23644.1900
2018-04-03,24033.3600
2018-04-04,24264.3000
2018-04-05,24505.2200
2018-04-06,23932.7600
2018-04-09,23979.1000
2018-04-10,24408.0000
2018-04-11,24189.4500
2018-04-12,24483.0500
2018-04-13,24360.1400
2018-04-16,24573.0400
2018-04-17,24786.6300
2018-04-18,24748.0700
2018-04-19,24664.8900
2018-04-20,24462.9400
2018-04-23,24448.6900
2018-04-24,24024.1300
2018-04-25,24083.8300
2018-04-26,24322.3400
2018-04-27,24311.1900
2018-04-30,24163.1500
2018-05-01,24099.0500
2018-05-02,23924.9800
2018-05-03,23930.1500
2018-05-04,24262.5100
2018-05-07,24357.3200
2018-05-08,24360.2100
2018-05-09,24542.5400
2018-05-10,24739.5300
2018-05-11,24831.1700
2018-05-14,24899.4100
2018-05-15,24706.4100
2018-05-16,24768.9300
2018-05-17,24713.9800
2018-05-18,24715.0900
2018-05-21,25013.2900
2018-05-22,24834.4100
2018-05-23,24886.8100
2018-05-24,24811.7600
2018-05-25,24753.0900
2018-05-29,24361.4500
2018-05-30,24667.7800
2018-05-31,24415.8400
2018-06-01,24635.2100
2018-06-04,24813.6900
2018-06-05,24799.9800
2018-06-06,25146.3900
2018-06-07,25241.4100
2018-06-08,25316.5300
2018-06-11,25322.3100
2018-06-12,25320.7300
2018-06-13,25201.2000
2018-06-14,25175.3100
2018-06-15,25090.4800
2018-06-18,24987.4700
2018-06-19,24700.2100
2018-06-20,24657.8000
2018-06-21,24461.7000
2018-06-22,24580.8900
2018-06-25,24252.8000
2018-06-26,24283.1100
2018-06-27,24117.5900
2018-06-28,24216.0500
2018-06-29,24271.4100
2018-07-02,24307.1800
2018-07-03,24174.8200
2018-07-05,24356.7400
2018-07-06,24456.4800
2018-07-09,24776.5900
2018-07-10,24919.6600
2018-07-11,24700.4500
2018-07-12,24924.8900
2018-07-13,25019.4100
2018-07-16,25064.3600
2018-07-17,25119.8900
2018-07-18,25199.2900
2018-07-19,25064.5000
2018-07-20,25058.1200
2018-07-23,25044.2900
2018-07-24,25241.9400
2018-07-25,25414.1000
2018-07-26,25527.0700
2018-07-27,25451.0600
2018-07-30,25306.8300
2018-07-31,25415.1900
2018-08-01,25333.8200
2018-08-02,25326.1600
2018-08-03,25462.5800
2018-08-06,25502.1800
2018-08-07,25628.9100
2018-08-08,25583.7500
2018-08-09,25509.2300
2018-08-10,25313.1400
2018-08-13,25187.7000
2018-08-14,25299.9200
2018-08-15,25162.4100
2018-08-16,25558.7300
2018-08-17,25669.3200
2018-08-20,25758.6900
2018-08-21,25822.2900
2018-08-22,25733.6000
2018-08-23,25656.9800
2018-08-24,25790.3500
2018-08-27,26049.6400
2018-08-28,26064.0200
2018-08-29,26124.5700
2018-08-30,25986.9200
2018-08-31,25964.8200
2018-09-04,25952.4800
2018-09-05,25974.9900
2018-09-06,25995.8700
2018-09-07,25916.5400
2018-09-10,25857.0700
2018-09-11,25971.0600
2018-09-12,25998.9200
2018-09-13,26145.9900
2018-09-14,26154.6700
2018-09-17,26062.1200
2018-09-18,26246.9600
2018-09-19,26405.7600
2018-09-20,26656.9800
2018-09-21,26743.5000
2018-09-24,26562.0500
2018-09-25,26492.2100
2018-09-26,26385.2800
2018-09-27,26439.9300
2018-09-28,26458.3100
2018-10-01,26651.2100
2018-10-02,26773.9400
2018-10-03,26828.3900
2018-10-04,26627.4800
2018-10-05,26447.0500
2018-10-09,26430.5700
2018-10-10,25598.7400
2018-10-11,25052.8300
2018-10-12,25339.9900
2018-10-15,25250.5500
2018-10-16,25798.4200
2018-10-17,25706.6800
2018-10-18,25379.4500
2018-10-19,25444.3400
2018-10-22,25317.4100
2018-10-23,25191.4300
2018-10-24,24583.4200
2018-10-25,24984.5500
2018-10-26,24688.3100
2018-10-29,24442.9200
2018-10-30,24874.6400
2018-10-31,25115.7600
2018-11-01,25380.7400
2018-11-02,25270.8300
2018-11-05,25461.7000
2018-11-06,25635.0100
2018-11-07,26180.3000
2018-11-08,26191.2200
2018-11-09,25989.3000
2018-11-13,25286.4900
2018-11-14,25080.5000
2018-11-15,25289.2700
2018-11-16,25413.2200
2018-11-19,25017.4400
2018-11-20,24465.6400
2018-11-21,24464.6900
2018-11-23,24285.9500
2018-11-26,24640.2400
2018-11-27,24748.7300
2018-11-28,25366.4300
2018-11-29,25338.8400
2018-11-30,25538.4600
2018-12-03,25826.4300
2018-12-04,25027.0700
2018-12-06,24947.6700
2018-12-07,24388.9500
2018-12-10,24423.2600
2018-12-11,24370.2400
2018-12-12,24527.2700
2018-12-13,24597.3800
2018-12-14,24100.5100
2018-12-17,23592.9800
2018-12-18,23675.6400
2018-12-19,23323.6600
2018-12-20,22859.6000
2018-12-21,22445.3700
2018-12-24,21792.2000
2018-12-26,22878.4500
2018-12-27,23138.8200
2018-12-28,23062.4000
2018-12-31,23327.4600
2019-01-02,23346.2400
2019-01-03,22686.2200
2019-01-04,23433.1600
2019-01-07,23531.3500
2019-01-08,23787.4500
2019-01-09,23879.1200
2019-01-10,24001.9200
2019-01-11,23995.9500
2019-01-14,23909.8400
2019-01-15,24065.5900
2019-01-16,24207.1600
2019-01-17,24370.1000
2019-01-18,24706.3500
2019-01-22,24404.4800
2019-01-23,24575.6200
2019-01-24,24553.2400
2019-01-25,24737.2000
2019-01-28,24528.2200
2019-01-29,24579.9600
2019-01-30,25014.8600
2019-01-31,24999.6700
2019-02-01,25063.8900
2019-02-04,25239.3700
2019-02-05,25411.5200
2019-02-06,25390.3000
2019-02-07,25169.5300
2019-02-08,25106.3300
2019-02-11,25053.1100
2019-02-12,25425.7600
2019-02-13,25543.2700
2019-02-14,25439.3900
2019-02-15,25883.2500
2019-02-19,25891.3200
2019-02-20,25954.4400
2019-02-21,25850.6300
2019-02-22,26031.8100
2019-02-25,26091.9500
2019-02-26,26057.9800
2019-02-27,25985.1600
2019-02-28,25916.0000
2019-03-01,26026.3200
2019-03-04,25819.6500
2019-03-05,25806.6300
2019-03-06,25673.4600
2019-03-07,25473.2300
2019-03-08,25450.2400
2019-03-11,25650.8800
2019-03-12,25554.6600
2019-03-13,25702.8900
2019-03-14,25709.9400
2019-03-15,25848.8700
2019-03-18,25914.1000
2019-03-19,25887.3800
2019-03-20,25745.6700
2019-03-21,25962.5100
2019-03-22,25502.3200
2019-03-25,25516.8300
2019-03-26,25657.7300
2019-03-27,25625.5900
2019-03-28,25717.4600
2019-03-29,25928.6800
2019-04-01,26258.4200
2019-04-02,26179.1300
2019-04-03,26218.1300
2019-04-04,26384.6300
2019-04-05,26424.9900
2019-04-08,26341.0200
2019-04-09,26150.5800
2019-04-10,26157.1600
2019-04-11,26143.0500
2019-04-12,26412.3000
2019-04-15,26384.7700
2019-04-16,26452.6600
2019-04-17,26449.5400
2019-04-18,26559.5400
2019-04-22,26511.0500
2019-04-23,26656.3900
2019-04-24,26597.0500
2019-04-25,26462.0800
2019-04-26,26543.3300
2019-04-29,26554.3900
2019-04-30,26592.9100
2019-05-01,26430.1400
2019-05-02,26307.7900
2019-05-03,26504.9500
2019-05-06,26438.4800
2019-05-07,25965.0900
2019-05-08,25967.3300
2019-05-09,25828.3600
2019-05-10,25942.3700
2019-05-13,25324.9900
2019-05-14,25532.0500
2019-05-15,25648.0200
2019-05-16,25862.6800
2019-05-17,25764.0000
2019-05-20,25679.9000
2019-05-21,25877.3300
2019-05-22,25776.6100
2019-05-23,25490.4700
2019-05-24,25585.6900
2019-05-28,25347.7700
2019-05-29,25126.4100
2019-05-30,25169.8800
2019-05-31,24815.0400
2019-06-03,24819.7800
2019-06-04,25332.1800
2019-06-05,25539.5700
2019-06-06,25720.6600
2019-06-07,25983.9400
2019-06-10,26062.6800
2019-06-11,26048.5100
2019-06-12,26004.8300
2019-06-13,26106.7700
2019-06-14,26089.6100
2019-06-17,26112.5300
2019-06-18,26465.5400
2019-06-19,26504.0000
2019-06-20,26753.1700
2019-06-21,26719.1300
2019-06-24,26727.5400
2019-06-25,26548.2200
2019-06-26,26536.8200
2019-06-27,26526.5800
2019-06-28,26599.9600
2019-07-01,26717.4300
